,,,,,,,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14124301,PANEL ACUSTICO TIPO 1 WHITE OAK 3728N,PAREDES,ACUSTICO,INTERIOR,"$ 163,790",Unit,2,60,240,14,23.62,7.87,0.551,"Panel Acustico Tipo 1 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 14.0 mm.",https://drive.google.com/file/d/1MpsnueAR_z1dBJeC3eUK3oIZPpyX0Ffo/view?usp=drive_link,,
14124302,PANEL ACUSTICO TIPO 1 YELLOW OAK 8438S,PAREDES,ACUSTICO,INTERIOR,"$ 163,790",Unit,2,60,240,14,23.62,7.87,0.551,"Panel Acustico Tipo 1 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 14.0 mm.",https://drive.google.com/file/d/1FfhO4nz4EJAhfsD6jPlpOfPulqjR0Mop/view?usp=drive_link,,
14124403,PANEL ACUSTICO TIPO 2 BLACK OAK 8210C,PAREDES,ACUSTICO,INTERIOR,"$ 56,790",Unit,2,62,76,18,24.41,2.49,0.709,"Panel Acustico Tipo 2 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 62 x 76 cm, espesor de 18.0 mm.",https://drive.google.com/file/d/1toRMFFxqaBkBlS28Wp16pd4DGtUmHP_d/view?usp=drive_link,,
14124404,PANEL ACUSTICO TIPO 2 WALNUT 8292C,PAREDES,ACUSTICO,INTERIOR,"$ 56,790",Unit,2,62,76,18,24.41,2.49,0.709,"Panel Acustico Tipo 2 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 62 x 76 cm, espesor de 18.0 mm.",https://drive.google.com/file/d/1Wxjb6jQ7uciMJsf8ZdcLVY7a6DsZ0Rfy/view?usp=drive_link,,
14124401,PANEL ACUSTICO TIPO 2 WHITE OAK 3728N,PAREDES,ACUSTICO,INTERIOR,"$ 56,790",Unit,2,62,76,18,24.41,2.49,0.709,"Panel Acustico Tipo 2 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 62 x 76 cm, espesor de 18.0 mm.",https://drive.google.com/file/d/1amoCQhSP_5LVphCXhd14NAreLx0j5N6H/view?usp=drive_link,,
14124402,PANEL ACUSTICO TIPO 2 YELLOW OAK 8438S,PAREDES,ACUSTICO,INTERIOR,"$ 56,790",Unit,2,62,76,18,24.41,2.49,0.709,"Panel Acustico Tipo 2 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 62 x 76 cm, espesor de 18.0 mm.",https://drive.google.com/file/d/1rlZZMO84dU3yh05dJt6GH68etIX0hrTx/view?usp=drive_link,,
14124503,PANEL ACUSTICO TIPO 3 BLACK OAK 8210C,PAREDES,ACUSTICO,INTERIOR,"$ 99,590",Unit,2,56.6,125.9,21,22.28,4.13,0.827,"Panel Acustico Tipo 3 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1DUoI85Whw4yPjSW51XJ4r5CuV8c7xAfa/view?usp=drive_link,,
14124504,PANEL ACUSTICO TIPO 3 WALNUT 8292C,PAREDES,ACUSTICO,INTERIOR,"$ 99,590",Unit,2,56.6,125.9,21,22.28,4.13,0.827,"Panel Acustico Tipo 3 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/12TGBFMjor3880qSncCe1GkZD5XIYImtY/view?usp=drive_link,,
14124501,PANEL ACUSTICO TIPO 3 WHITE OAK 3728N,PAREDES,ACUSTICO,INTERIOR,"$ 99,590",Unit,2,56.6,125.9,21,22.28,4.13,0.827,"Panel Acustico Tipo 3 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1i23-FHa93Ma5tChmgmvnRddQpuqX0wSP/view?usp=drive_link,,
14124502,PANEL ACUSTICO TIPO 3 YELLOW OAK 8438S,PAREDES,ACUSTICO,INTERIOR,"$ 99,590",Unit,2,56.6,125.9,21,22.28,4.13,0.827,"Panel Acustico Tipo 3 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1uFy9T2x4YeTgff2C9iDrIo-iwRT-WXOK/view?usp=drive_link,,
14124603,PANEL ACUSTICO TIPO 4 BLACK OAK 8210C,PAREDES,ACUSTICO,INTERIOR,"$ 237,999",Unit,2,56,270,21,22.05,8.86,0.827,"Panel Acustico Tipo 4 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1V-hRfg3jlDxcjEJQvq380JvZko1SQMlV/view?usp=drive_link,,
14124604,PANEL ACUSTICO TIPO 4 WALNUT 8292C,PAREDES,ACUSTICO,INTERIOR,"$ 237,999",Unit,2,56,270,21,22.05,8.86,0.827,"Panel Acustico Tipo 4 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1u5IZQKGP-oUZWCGeiDAUh8K5QC6xuFUA/view?usp=drive_link,,
14124601,PANEL ACUSTICO TIPO 4 WHITE OAK 3728N,PAREDES,ACUSTICO,INTERIOR,"$ 239,999",Unit,2,56,270,21,22.05,8.86,0.827,"Panel Acustico Tipo 4 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/16LhgEgyuVO2Wud9-D4LJAohgMXBXCGOY/view?usp=drive_link,,
14124602,PANEL ACUSTICO TIPO 4 YELLOW OAK 8438S,PAREDES,ACUSTICO,INTERIOR,"$ 239,999",Unit,2,56,270,21,22.05,8.86,0.827,"Panel Acustico Tipo 4 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1fpmn69GiUDpxviaj5Vlcg7GMoGnfaWkl/view?usp=drive_link,,
14124703,PANEL ACUSTICO TIPO 5 BLACK OAK 8210C,PAREDES,ACUSTICO,INTERIOR,"$ 132,999",Unit,2,60,240,16,23.62,7.87,0.630,"Panel Acustico Tipo 5 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm.",https://drive.google.com/file/d/1sgDJ-TUAthsvBd6_8pXHMDeivmiC4wjN/view?usp=drive_link,,
14124704,PANEL ACUSTICO TIPO 5 WALNUT 8292C,PAREDES,ACUSTICO,INTERIOR,"$ 132,999",Unit,2,60,240,16,23.62,7.87,0.630,"Panel Acustico Tipo 5 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm.",https://drive.google.com/file/d/1nEeBTGT7PED2X4uBf4KtV1Yyi8e8sH13/view?usp=drive_link,,
14124701,PANEL ACUSTICO TIPO 5 WHITE OAK 3728N,PAREDES,ACUSTICO,INTERIOR,"$ 132,999",Unit,2,60,240,16,23.62,7.87,0.630,"Panel Acustico Tipo 5 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm.",https://drive.google.com/file/d/1ybkTYkAdGcAb4vKIfq_UjhPgQ6BuEAPO/view?usp=drive_link,,
14124702,PANEL ACUSTICO TIPO 5 YELLOW OAK 8438S,PAREDES,ACUSTICO,INTERIOR,"$ 132,999",Unit,2,60,240,16,23.62,7.87,0.630,"Panel Acustico Tipo 5 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm.",https://drive.google.com/file/d/13aSXF9IzkKRt7vnSnCQVYG4CzNwmm4Xo/view?usp=drive_link,,
14124803,PANEL ACUSTICO TIPO 6 WHITE OAK + BLACK OAK,PAREDES,ACUSTICO,INTERIOR,"$ 226,590",Unit,2,120,116.1,21,47.24,3.81,0.827,"Panel Acustico Tipo 6 White Oak + Black Oak. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1ftAVWsCacfE1_f4Hzkq3luDVkSb9KY_i/view?usp=drive_link,,
14124801,PANEL ACUSTICO TIPO 6 WHITE OAK + WALNUT,PAREDES,ACUSTICO,INTERIOR,"$ 224,999",Unit,2,120,116.1,21,47.24,3.81,0.827,"Panel Acustico Tipo 6 White Oak + Walnut. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/19sGFHlmYnfqZ2NEEjF4V-gxe02-V4lkX/view?usp=drive_link,,
14124804,PANEL ACUSTICO TIPO 6 YELLOW OAK + BLACK OAK,PAREDES,ACUSTICO,INTERIOR,"$ 226,590",Unit,2,120,116.1,21,47.24,3.81,0.827,"Panel Acustico Tipo 6 Yellow Oak + Black Oak. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1vebm9Oqmcpfp-4Dv3TAwA2nY3xmWc58a/view?usp=drive_link,,
14124802,PANEL ACUSTICO TIPO 6 YELLOW OAK + WALNUT,PAREDES,ACUSTICO,INTERIOR,"$ 224,999",Unit,2,120,116.1,21,47.24,3.81,0.827,"Panel Acustico Tipo 6 Yellow Oak + Walnut. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm.",https://drive.google.com/file/d/1od6I7c9zBpaNC-AIfsWIaFciI6yP7Xdr/view?usp=drive_link,,
14122502,PANEL BELICE GRIS HH24101,PAREDES,PANEL PS,INTERIOR,"$ 49,690",,,12,290,12,4.72,9.51,0.472,"Panel Belice Gris Hh24101. Producto de la categoría paredes, subcategoría panel ps, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 12 x 290 cm, espesor de 12.0 mm.",https://drive.google.com/file/d/1XBpyXxNJenVlHhN40mDHRreli41ST8GK/view?usp=drive_link,,
14122518,PANEL PS BISELADO MADERA MIEL  HH24102,PAREDES,PANEL PS,INTERIOR,"$ 45,590",,,30,290,12,11.81,9.51,0.472,"Panel Ps Biselado Madera Miel  Hh24102. Producto de la categoría paredes, subcategoría panel ps, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 30 x 290 cm, espesor de 12.0 mm.",https://drive.google.com/file/d/1WctsH8yriTo7HV9HiLbHVo-1Ds9hQ5KF/view?usp=drive_link,,
14122512,PANEL PS BISELADO MADERA TEKA HH24103,PAREDES,PANEL PS,INTERIOR,"$ 45,690",,,30,290,12,11.81,9.51,0.472,"Panel Ps Biselado Madera Teka Hh24103. Producto de la categoría paredes, subcategoría panel ps, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 30 x 290 cm, espesor de 12.0 mm.",https://drive.google.com/file/d/1ZvsUQRROpdfNDEPCgOW92xRr0oI1GqFe/view?usp=drive_link,,
14122511,PANEL PS BISELADO MALAGA HH24114,PAREDES,PANEL PS,INTERIOR,"$ 44,990",,,12,290,12,4.72,9.51,0.472,"Panel Ps Biselado Malaga Hh24114. Producto de la categoría paredes, subcategoría panel ps, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 12 x 290 cm, espesor de 12.0 mm.",https://drive.google.com/file/d/1CnlcbuV2UOJ0mTzaud32c5dPyO7-sw-e/view?usp=drive_link,,
