,,,,,,UNIDAD DE EMPAQUE,,PESO POR UNIDAD,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14121235,LAMINA MARMOL DUBAI NEGRO M-35,LAMINAS,LAMINAS MARMOL PVC ,INTERIOR,$ 125.499,Estiba / Pallet,"110, 150, 170",19,"3,89",122,244,3,"48,03","8,01","0,118",https://drive.google.com/file/d/1BH1yVXMaQAaDeuWfKwIPtbnQFPFO40tY/view?usp=drive_link,,,"Lamina Marmol Dubai Negro M-35. Producto de la categoría laminas, subcategoría marmol, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 3.0 mm, presentación en Unit."
14181003,PVC BOARD 3MM,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 58.299,Paquete / Package,15,5,"1,02",122,244,3,"48,03","8,01","0,118",https://drive.google.com/file/d/14Ur7AJ8wMcQwJNEcBcDzwgf3vmR6eyp0/view?usp=drive_link,,,"Pvc Board 3Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 3.0 mm."
14181005,PVC BOARD 5MM,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 88.599,Paquete / Package,10,5,"1,02",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/13t2-5igX8VGIttyaMITUf9iX2WyIa5IZ/view?usp=drive_link,,,"Pvc Board 5Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm."
14181009,PVC BOARD 9MM ,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 132.890,Paquete / Package,5,5,"1,02",122,244,9,"48,03","8,01","0,354",https://drive.google.com/file/d/1G3D7lYzL06aoGCJe8PqTbTY5qCZsKJSx/view?usp=drive_link,,,"Pvc Board 9Mm . Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 9.0 mm."
14181012,PVC BOARD 12MM,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 221.399,Paquete / Package,4,5,"1,02",122,244,12,"48,03","8,01","0,472",https://drive.google.com/file/d/1PndtSGInLfl5S7xKh-Q1W-AW-OhjWOeI/view?usp=drive_link,,,"Pvc Board 12Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 12.0 mm."
14181015,PVC BOARD 15MM,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 179.690,Paquete / Package,4,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/1WRphBkIKVxcjcC1jC1ZXMpPhrqbYl1Or/view?usp=drive_link,,,"Pvc Board 15Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181018,PVC BOARD 18MM,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 291.390,Paquete / Package,4,5,"1,02",122,244,18,"48,03","8,01","0,709",https://drive.google.com/file/d/1YDavjUrJ8Bka7B90fnA6IYHEFvXomk_S/view?usp=drive_link,,,"Pvc Board 18Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 18.0 mm."
14181601,PVC BOARD ROSA (M912-88F),LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/1TmNndjAHE1-xIQr7nwKijED90pXWYONk/view?usp=drive_link,,,"Pvc Board Rosa (M912-88F). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181602,PVC BOARD MADERA MEDIANA (MS84306-131),LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/1yCEQVQNpWnJInasG4jwae7sk0GUF4Dy4/view?usp=drive_link,,,"Pvc Board Madera Mediana (Ms84306-131). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181603,PVC BOARD BLANCO BRILLANTE,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/10tYHQnkdqKj5VS4RdomwViz9rOmReW75/view?usp=drive_link,,,"Pvc Board Blanco Brillante. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181604,PVC BOARD NEGRO BRILLANTE,LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/14DMd389O06vyyCXj2MFczr27MM8u-bS8/view?usp=drive_link,,,"Pvc Board Negro Brillante. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181605,PVC BOARD PURPURA (FAN-698),LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/1-84Pib1Hl8Jy4Eposbx7uPwXVXMrwL89/view?usp=drive_link,,,"Pvc Board Purpura (Fan-698). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181606,PVC BOARD MADERA CLARO (HD2431S-4),LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/1hGBWOtTIJ5YBCRDqN1EXlKv56OIse7-I/view?usp=drive_link,,,"Pvc Board Madera Claro (Hd2431S-4). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14181607,PVC BOARD MADERA OSCURO (MS86101-152),LAMINAS,LAMINAS PVC BOARD,INTERIOR,$ 270.455,Estiba / Pallet,50,5,"1,02",122,244,15,"48,03","8,01","0,591",https://drive.google.com/file/d/1Ff7uFvsJp2vnxDeXXrJYC_dWYLWYOALa/view?usp=drive_link,,,"Pvc Board Madera Oscuro (Ms86101-152). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm."
14121501,LAMINA SINTETICA PIEDRA DEL SOL,LAMINAS,LAMINAS SINTETICAS,INTERIOR,$ 239.899,Estiba / Pallet,"110, 150, 179",12,"2,46",122,244,6,"48,03","8,01","0,236",https://drive.google.com/file/d/1_YIQXAGDwCOpyBM7yzpsIzQmQeZ3lbxx/view?usp=drive_link,,,"Lamina Sintetica Piedra Del Sol. Producto de la categoría laminas, subcategoría paredes, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 6.0 mm."
14121502,LAMINA SINTETICA CREMA SELECTA,LAMINAS,LAMINAS SINTETICAS,INTERIOR,$ 461.299,Estiba / Pallet,"110, 150, 179",12,"2,46",122,244,6,"48,03","8,01","0,236",https://drive.google.com/file/d/1Zek7nIpBtz2tE9ajMReXvuyFhXhqHHfb/view?usp=drive_link,,,"Lamina Sintetica Crema Selecta. Producto de la categoría laminas, subcategoría paredes, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 6.0 mm."
14122705,LISTON PVC CIELO RASO CEDRO CLARO,LISTONES,LISTONES PVC CIELO RASO,INTERIOR,$ 46.799,Caja / Box,9,7,"1,43",9,290,25,"3,543","9,514","0,984",https://drive.google.com/file/d/1cc8DTzOAyt3hzI8Ai6B1MJnW7g4XURab/view?usp=drive_link,,,"Liston Pvc Cielo Raso Cedro Claro . Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 9 x 290 cm, espesor de 25.0 mm."
14122710,LISTON PVC CIELO RASO MADERA TEKA,LISTONES,LISTONES PVC CIELO RASO,INTERIOR,$ 46.799,Caja / Box,9,7,"1,43",9,290,25,"3,543","9,514","0,984",https://drive.google.com/file/d/1UJYSUawAVilT7VSzDqYxe1dtxAi9x3XV/view?usp=drive_link,,,"Liston Pvc Cielo Raso Madera Teka. Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 9 x 290 cm, espesor de 25.0 mm."
14122713,LISTON PVC CIELO RASO EBANO MADERA,LISTONES,LISTONES PVC CIELO RASO,INTERIOR,$ 46.799,Caja / Box,9,7,"1,43",9,290,25,"3,543","9,514","0,984",https://drive.google.com/file/d/16yTnFONsd00qgxT5x7asW6gh2l_eZQ-v/view?usp=drive_link,,,"Liston Pvc Cielo Raso Ebano Madera. Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 9 x 290 cm, espesor de 25.0 mm."
14122805,LISTON PVC INTERIOR ESTRUCTURAL CEDRO CLARO,LISTONES,LISTONES PVC INTERIOR ESTRUCTURAL,INTERIOR,$ 55.399,Caja / Box,6,"1,1","0,23",10,290,20,"3,937","9,514","0,787",https://drive.google.com/file/d/1matqBWTkpHm7NC_BO-HNCj5raP2zhRUp/view?usp=drive_link,,,"Liston Pvc Interior Estructural Cedro Claro. Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 10 x 290 cm, espesor de 20.0 mm."
14122810,LISTON PVC INTERIOR ESTRUCTURAL MADERA TEKA,LISTONES,LISTONES PVC INTERIOR ESTRUCTURAL,INTERIOR,$ 55.399,Caja / Box,6,"1,1","0,23",10,290,20,"3,937","9,514","0,787",https://drive.google.com/file/d/1vQVPbPlDIbVOgVx7BZdz8TsnRd5FdmOV/view?usp=drive_link,,,"Liston Pvc Interior Estructural Madera Teka. Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 10 x 290 cm, espesor de 20.0 mm."
14122813,LISTON PVC INTERIOR ESTRUCTURAL EBANO MADERA,LISTONES,LISTONES PVC INTERIOR ESTRUCTURAL,INTERIOR,$ 55.399,Caja / Box,6,"1,1","0,23",10,290,20,"3,937","9,514","0,787",https://drive.google.com/file/d/1i7EGrLQMCdepfdrBkvjDh5KhOMDgcFE0/view?usp=drive_link,,,"Liston Pvc Interior Estructural Ebano Madera. Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 10 x 290 cm, espesor de 20.0 mm."
14123001,LISTON WPC EXTERIOR ROBLE (TUBE),LISTONES,LISTONES WPC EXTERIOR,EXTERIOR,$ 86.399,Unidad / Unit,1,"8,8","1,80",6,560,66,"2,362","18,373","2,598",https://drive.google.com/file/d/1tACD3-GwRd30W3c8OnZnI5Gf2XuL2rxd/view?usp=drive_link,,,"Liston Wpc Exterior Roble (Tube). Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 6 x 560 cm, espesor de 66.0 mm."
14123002,LISTON WPC EXTERIOR NOGAL (TUBE),LISTONES,LISTONES WPC EXTERIOR,EXTERIOR,$ 86.399,Unidad / Unit,1,"8,8","1,80",6,560,66,"2,362","18,373","2,598",,,,"Liston Wpc Exterior Nogal (Tube). Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 6 x 560 cm, espesor de 66.0 mm."
14123004,LISTON WPC EXTERIOR EBANO (TUBE),LISTONES,LISTONES WPC EXTERIOR,EXTERIOR,$ 86.399,Unidad / Unit,1,"8,8","1,80",6,560,66,"2,362","18,373","2,598",https://drive.google.com/file/d/1E-vJWDqAhola1aFvCpdSrY7zf3D8RRhc/view?usp=drive_link,,,"Liston Wpc Exterior Ebano (Tube). Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 6 x 560 cm, espesor de 66.0 mm."
14123005,LISTON WPC EXTERIOR CEDRO (TUBE),LISTONES,LISTONES WPC EXTERIOR,EXTERIOR,$ 86.399,Unidad / Unit,1,"8,8","1,80",6,560,66,"2,362","18,373","2,598",https://drive.google.com/file/d/1ng-hhw1U-GRrbQVjfbFqyt-vgoAfLYcu/view?usp=drive_link,,,"Liston Wpc Exterior Cedro (Tube). Producto de la categoría listones, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 6 x 560 cm, espesor de 66.0 mm."
